20201104-part2_00000.jpg, 2, 0.58090, 0.06176, 0.91064, 0.34057, 0.99902, 1
20201104-part2_00000.jpg, 1, 0.47024, 0.44294, 0.58177, 0.58621, 0.98901, 1
20201104-part2_00000.jpg, 2, 0.39061, 0.16944, 0.44440, 0.24391, 0.96240, 1
20201104-part2_00000.jpg, 3, 0.49684, 0.40088, 0.54632, 0.54592, 0.95703, 1
20201104-part2_00000.jpg, 2, 0.87143, 0.22373, 1.00272, 0.38414, 0.93213, 1
20201104-part2_00000.jpg, 3, 0.20047, 0.56462, 0.25528, 0.86432, 0.85205, 1
20201104-part2_00000.jpg, 3, 0.48833, 0.19782, 0.50683, 0.29405, 0.75488, 1
20201104-part2_00000.jpg, 3, 0.98703, 0.12285, 0.99912, 0.20567, 0.37561, 1
20201104-part2_00000.jpg, 3, 0.46001, 0.21158, 0.47638, 0.26294, 0.28589, 1
20201104-part2_00000.jpg, 1, 0.39710, 0.21780, 0.41761, 0.27047, 0.24646, 1
20201104-part2_00001.jpg, 2, 0.57230, 0.05801, 0.89389, 0.33681, 0.99902, 1
20201104-part2_00001.jpg, 1, 0.48617, 0.43390, 0.59771, 0.58451, 0.97388, 1
20201104-part2_00001.jpg, 2, 0.39061, 0.16833, 0.44440, 0.24280, 0.95801, 1
20201104-part2_00001.jpg, 2, 0.86971, 0.21556, 1.00100, 0.38004, 0.94653, 1
20201104-part2_00001.jpg, 3, 0.51505, 0.40414, 0.56372, 0.51806, 0.92334, 1
20201104-part2_00001.jpg, 3, 0.48833, 0.20021, 0.50593, 0.29406, 0.85156, 1
20201104-part2_00001.jpg, 3, 0.49795, 0.20795, 0.51897, 0.29923, 0.83521, 1
20201104-part2_00001.jpg, 3, 0.19932, 0.57193, 0.25413, 0.85701, 0.79810, 1
20201104-part2_00001.jpg, 3, 0.45966, 0.21093, 0.47563, 0.26359, 0.28198, 1
20201104-part2_00001.jpg, 3, 0.98718, 0.12083, 0.99897, 0.21010, 0.26794, 1
